1,0,үндэр байна үргэн байна агууехэ шэрээ,Us N D EH R <SPACE> B EE N EH <SPACE> Us R Gr EH NG <SPACE> B EE N EH <SPACE> A Gr UUh J EH H EH <SPACE> SH E R EE,id_0_0001
2,0,хуйтэн һуни хотоной саана шонын улихада,H UIs T EH NG <SPACE> HH Uh NJ I <SPACE> H O T EH N EE <SPACE> S AA N EH <SPACE> SH O N Y NG <SPACE> Uh LJ I H EH D EH,id_0_0002
3,0,сэхыень хэлэхэдэ ород хэлэмнай түрүүл байдаг,S E H Y J EH NJ <SPACE> H EH L EH H EH D EH <SPACE> O R EH T <SPACE> H E L EH M N EE <SPACE> T Us R UUs L <SPACE> B EE D EH K,id_0_0003
4,0,байрлаха дайдаш энэ гэжэ бурханай зальбарал ойлгобо,B EE R L EH H EH <SPACE> D EE D EH SH <SPACE> E N EH <SPACE> G E ZH EH <SPACE> B Uh R H EH N EE <SPACE> Z A LJ V EH R EH L <SPACE> OE L Gr EH V EH,id_0_0004
5,0,би хэлээб ерэхэ шадалтай гэжэ,BJ I <SPACE> H EH L EE P <SPACE> J E R EH H EH <SPACE> SH A D EH L T EE <SPACE> G E ZH E,id_0_0005
6,0,хүн түрэһэн габьяа солынь шэрээн,H Us NG <SPACE> T Us R EH HH EH NG <SPACE> G A VJ AA <SPACE> S O L Y NJ <SPACE> SH E R EE NG,id_0_0006
7,0,үсхэлдэрэйхи зүжэгтэ ороходоо шэлэдэгдэхээр,Us S H EH L D EH R EE HJ I <SPACE> Z Us ZH EH K T EH <SPACE> O R O H EH D OOh <SPACE> SH E L EH D EH G D EH H EE R,id_0_0007
8,0,алтанхан зулаар бадарна,A L T EH N H EH NG <SPACE> Z Uh L AA R <SPACE> B A D EH R N EH,id_0_0008
9,0,лопсон ахань химгадалгагша,L O P S EH NG <SPACE> A H EH NJ <SPACE> HJ I M Gr EH D EH L Gr EH K SH EH,id_0_0009
10,0,шэмээгуй улираха удэр һарануудай,SH E M EE Gr UIs <SPACE> Uh LJ I R EH H EH <SPACE> Uh D EH R <SPACE> HH A R EH N UUh D EE,id_0_0010
11,0,уе уехэн урижа хундхоожэ ундыг,Uh J EH <SPACE> Uh J EH H EH NG <SPACE> Uh RJ I ZH EH <SPACE> H Uh N D H OOh ZH EH <SPACE> Uh N D Y K,id_0_0011
12,0,түмэр морин хоер литрэй хүдэлгүүртэй,T Us M EH R <SPACE> M O RJ I NG <SPACE> H O J EH R <SPACE> LJ I T R EE <SPACE> H Us D EH L Gr UUs R T EE,id_0_0012
13,0,түсэб соо зарим хубилалтанууд болоно,T Us S EH P <SPACE> S OOh <SPACE> Z A RJ I M <SPACE> H Uh VJ I L EH L T EH N UUh T <SPACE> B O L EH N EH,id_0_0013
14,0,би тэрээндэ хэлээб уһан бусалжа байна гэжэ,BJ I <SPACE> T E R EE N D EH <SPACE> H EH L EE P <SPACE> Uh HH EH NG <SPACE> B Uh S EH L ZH EH <SPACE> B EE N EH <SPACE> G E ZH E,id_0_0014
15,0,залуу наһаншье унгэроолда,Z A L UUh <SPACE> N A HH EH N SH J EH <SPACE> Uh NG G EH R OOh L D A,id_0_0015
16,0,саяан уулаяа магтан дууланалби,S A J AA NG <SPACE> UUh L A J AA <SPACE> M A K T EH NG <SPACE> D UUh L EH N EH L VJ I,id_0_0016
17,0,һүүдэртэ орохо саг ерэхэл,HH UUs D EH R T EH <SPACE> O R O H EH <SPACE> S A K <SPACE> J E R EH H EH L,id_0_0017
18,0,сээжэ зүрхэнэй долгисоходо,S EE ZH EH <SPACE> Z Us R H EH N EE <SPACE> D O L GJ I S EH H EH D EH,id_0_0018
19,0,буряад хэлэ мэдэдэг байхада эшхэбтэр һэн,B Uh RJ AA T <SPACE> H E L EH <SPACE> M E D EH D EH K <SPACE> B EE H EH D EH <SPACE> E SH H EH P T EH R <SPACE> HH EH NG,id_0_0019
20,0,харанал бэдирнэл намтарынь аба эжынэрынь хуугэдтоо,H A R EH N EH L <SPACE> B E DJ I R N EH L <SPACE> N A M T EH R Y NJ <SPACE> A V EH <SPACE> E ZH Y N EH R Y NJ <SPACE> H UUh Gr EH T T OOh,id_0_0020
21,0,дууданаб үдэр бури шамай дууданаб,D UUh D EH N EH P <SPACE> Us D EH R <SPACE> B Uh RJ I <SPACE> SH A M EE <SPACE> D UUh D EH N EH P,id_0_0021
22,0,жирафууд  эгээл һонирхолтой зэрлиг амитад,ZH Y R A F UUh T <SPACE> E Gr EE L <SPACE> H O NJ I R H EH L T EE <SPACE> Z E R LJ I K <SPACE> A MJ I T EH T,id_0_0022
23,0,бидэ поэдүүд булта зоной жаргалай түүлөөбди,BJ I D EH <SPACE> P O E D UUs T <SPACE> B Uh L T EH <SPACE> Z O N EE <SPACE> ZH A R Gr EH L EE <SPACE> T UUs L OOs B DJ I,id_0_0023
24,0,интернет гээшэ үхибүүдые ехээр татана,I N T E R N EH T <SPACE> G EE SH EE <SPACE> Us HJ I V UUs D Y J EH <SPACE> J E H EE R <SPACE> T A T EH N EH,id_0_0024
